Tweet,Borough,Hate Prediction,Tweet Date,Latitude,Longitude
really understand what saying Feels like women,Hounslow,sexism,2022-12-09 07:37:36+00:00,51.4686132,-0.3613471
laughing herself idiot,Camden Town,disability,2022-12-09 07:32:52+00:00,51.5423045,-0.1395604
What class cunt,Kensington,sexism,2022-12-09 07:10:23+00:00,51.4989948,-0.1991229
twat husband supporting,Bexley,sexism,2022-12-09 05:29:35+00:00,51.4416793,0.150488
Works only those twat They both ridiculous,Bexley,sexism,2022-12-09 05:08:47+00:00,51.4416793,0.150488
Mocking queen Twat,Bexley,sexism,2022-12-09 05:07:09+00:00,51.4416793,0.150488
dripless little cunt,Hackney,sexism,2022-12-09 01:58:34+00:00,51.5432402,-0.0493621
literally soooooooooooooo fucking stupid,Camden Town,disability,2022-12-09 01:02:10+00:00,51.5423045,-0.1395604
Would more useful show women laid percentage total workforce rather than female male workforce,Camden Town,sexism,2022-12-09 00:29:01+00:00,51.5423045,-0.1395604
words needed aside most important phrase DESERVE EVERYTHING weak fuck deserve shit Hahaha,London,sexism,2022-12-08 23:28:16+00:00,51.5073359,-0.12765
LMAO some bitches never learn their lesson,Camden Town,sexism,2022-12-08 23:28:05+00:00,51.5423045,-0.1395604
What nasty snivelling shit Women have penis,Camden Town,sexism,2022-12-08 23:04:35+00:00,51.5423045,-0.1395604
Priority probably canestan annoying cunt,Poplar,sexism,2022-12-08 22:34:04+00:00,51.5110713,-0.0144629
Megan mocking Royal real from attention seeking twat,Hillingdon,sexism,2022-12-08 21:57:06+00:00,51.542519299999995,-0.44833493117949663
Apparently only LOOK like idiot,Wandsworth,disability,2022-12-08 21:18:11+00:00,51.4570271,-0.1932607
idiot probably spell,Wandsworth,disability,2022-12-08 21:02:04+00:00,51.4570271,-0.1932607
scales weigh lightest have over year brain look absolutely gigantic,Islington,disability,2022-12-08 20:39:39+00:00,51.5384287,-0.0999051
girls with mostly fire their natal chart lots placements masculine Yang energy absolutely shat sick,Lambeth,sexism,2022-12-08 20:32:06+00:00,51.4952111,-0.1163354
concerned about Pakistan going down tube retarded Lifafay Lifafyan when watching audio video pornography circling around crap Tosha Khana,Hillingdon,disability,2022-12-08 19:56:57+00:00,51.542519299999995,-0.44833493117949663
concerned about Pakistan going down tube retarded Lifafay Lifafyan when watching audio video pornography circling around crap Tosha Khana,Hillingdon,disability,2022-12-08 19:17:43+00:00,51.542519299999995,-0.44833493117949663
concerned about Pakistan going down tube retarded Lifafay Lifafyan when watching audio video pornography circling around crap Tosha Khana,Hillingdon,disability,2022-12-08 19:14:37+00:00,51.542519299999995,-0.44833493117949663
concerned about Pakistan going down tube retarded Lifafay Lifafyan when watching pornography audio video they circling around crap Tosha Khana,Hillingdon,disability,2022-12-08 19:06:24+00:00,51.542519299999995,-0.44833493117949663
really aren well interested truth walked through check yourself done with anyone incapable adult discussion,Ealing,disability,2022-12-08 18:57:45+00:00,51.5126553,-0.3051952
concerned about Pakistan going down tube retarded Lifafay Lifafyan still circumnavigating around crap Tosha Khana,Hillingdon,disability,2022-12-08 18:41:49+00:00,51.542519299999995,-0.44833493117949663
other words fvckn women,Greenwich,sexism,2022-12-08 18:35:44+00:00,51.4820845,-0.0045417
French delusional,Islington,disability,2022-12-08 17:37:10+00:00,51.5384287,-0.0999051
full druggys workers creepy perverts shops issues with shop weirdo there,London,sexual_orientation,2022-12-08 17:22:42+00:00,51.5073359,-0.12765
years Jesus Christ Professional idiot,Kingston upon Thames,disability,2022-12-08 17:19:41+00:00,51.4096275,-0.3062621
Twat,Camberwell,sexism,2022-12-08 16:42:39+00:00,51.4745706,-0.0925416
thinks amusing acting stupidity knows bounds,Camberwell,disability,2022-12-08 16:13:27+00:00,51.4745706,-0.0925416
words explain depraved zionists,Kingston upon Thames,religion,2022-12-08 15:19:01+00:00,51.4096275,-0.3062621
news Conservatives idiot alright,Bexley,disability,2022-12-08 15:11:53+00:00,51.4416793,0.150488
Disrespectfully fuck yourselves lady,Islington,sexism,2022-12-08 15:11:16+00:00,51.5384287,-0.0999051
also recall waved concerns China ramped persecution Uighurs facto guardian Islam holiest sites effectively gave China green light pursue campaign savage repression against Muslims with added venom,Islington,racism,2022-12-08 14:50:37+00:00,51.5384287,-0.0999051
cold Demonic mean just anyone this Bloody barbaric savages,Bexley,religion,2022-12-08 14:30:42+00:00,51.4416793,0.150488
watch Both twat,Greenwich,sexism,2022-12-08 11:55:37+00:00,51.4820845,-0.0045417
real level actually think ready gonna make 2023 bitch dumb,Croydon,sexism,2022-12-08 11:17:14+00:00,51.3713049,-0.101957
Some people worship objects other than Allah believe three gods what such people called Such people called Kafirs unbelievers Mushriks Polytheisists,Harrow,religion,2022-12-08 11:05:31+00:00,51.596827149999996,-0.3373046180437286
They Zealots Horrible lots,Camberwell,religion,2022-12-08 10:27:36+00:00,51.4745706,-0.0925416
Told wouldn cheap bald cunt,Islington,sexism,2022-12-08 10:14:45+00:00,51.5384287,-0.0999051
retard,Camberwell,disability,2022-12-08 10:06:45+00:00,51.4745706,-0.0925416
says fake profile idolizing delusional lying cunt complete failure shit Just like your precious bitch delusional should life Urgently,Poplar,sexism,2022-12-08 10:01:51+00:00,51.5110713,-0.0144629
have cunt,Wandsworth,sexism,2022-12-08 07:54:51+00:00,51.4570271,-0.1932607
glad blocked moron,City of London,disability,2022-12-08 07:10:03+00:00,51.5156177,-0.0919983
matter kill last last idiot,Hillingdon,disability,2022-12-08 06:43:06+00:00,51.542519299999995,-0.44833493117949663
liar actually eyes when going around outside instead wearing rose tinted cycling goggles cycle lane should removed under used thanks muting saves doing what idiot,Wandsworth,disability,2022-12-08 04:23:34+00:00,51.4570271,-0.1932607
this wins again means literally full incompetent retarded people senile trust someone like this handle nuclear weapons literally influence billions,Ealing,disability,2022-12-08 02:39:21+00:00,51.5126553,-0.3051952
Will punch woman that hard,Bromley,sexism,2022-12-08 00:41:55+00:00,51.4028046,0.0148142
guys this woman work building come floor like ewww guys hotdesk like well only come days week that starts BRAGGING fact goes into office days week BRAGGING,Camberwell,sexism,2022-12-07 22:24:32+00:00,51.4745706,-0.0925416
Tone deaf,Greenwich,disability,2022-12-07 22:00:59+00:00,51.4820845,-0.0045417
real idiot,Camberwell,disability,2022-12-07 20:45:57+00:00,51.4745706,-0.0925416
people dumb something,Islington,disability,2022-12-07 20:15:21+00:00,51.5384287,-0.0999051
thinking they know better than women really should used,Barnet,sexism,2022-12-07 19:08:35+00:00,51.65309,-0.2002261
Deffo watching videos absolute cunt insulted reason,Sutton,sexism,2022-12-07 19:07:47+00:00,51.357464449999995,-0.17362689496950337
NORFOLK WRAP reviews action from women game county including action girls midweek game,Kingston upon Thames,sexism,2022-12-07 17:50:36+00:00,51.4096275,-0.3062621
Well said when going female only UEFA,Bromley,sexism,2022-12-07 17:42:50+00:00,51.4028046,0.0148142
From perspective most women look pretty good,Barnet,sexism,2022-12-07 16:33:13+00:00,51.65309,-0.2002261
Some twat parking with this sticker Catford Feels like asking,Lewisham,sexism,2022-12-07 15:37:44+00:00,51.4624292,-0.0101787
Women will literally different therapists before will consider applying point that them agree upon,Hillingdon,sexism,2022-12-07 15:12:37+00:00,51.542519299999995,-0.44833493117949663
thinks smart emasculated Ronald referring everything does stupid shows respect wants tell everything then calls child would drive lose,Richmond,disability,2022-12-07 15:03:21+00:00,51.4613531,-0.3032767
corrupt greedy entitled woman,Camden Town,sexism,2022-12-07 13:59:21+00:00,51.5423045,-0.1395604
channelled inner Karen threw kitchen sink tried help from feminists people convo,Camden Town,sexism,2022-12-07 09:38:54+00:00,51.5423045,-0.1395604
think women well,Paddington,sexism,2022-12-07 09:36:37+00:00,51.5154795,-0.175365
stinky food public transport cunt,Wandsworth,sexism,2022-12-07 08:53:50+00:00,51.4570271,-0.1932607
criticised because female pundit mens game because very mistake When place yourself highest stage such World then must prepared face criticism,Enfield,sexism,2022-12-07 06:56:17+00:00,51.6520851,-0.0810175
China absurd massacre about millions surprising history repeating itself Russia causing wars china care kill masses,Islington,racism,2022-12-07 06:44:21+00:00,51.5384287,-0.0999051
please send china,Camden Town,racism,2022-12-07 06:33:14+00:00,51.5423045,-0.1395604
baddest bitch ever laid eyes,London,sexism,2022-12-07 00:01:39+00:00,51.5073359,-0.12765
Does still Dong Through which means does reaches climax will attracted male female something else goes prison going male prison shows bits female toilet committed offence,Poplar,sexism,2022-12-06 23:45:35+00:00,51.5110713,-0.0144629
girl really tooth poor table manners from becoming your worst nightmare,Barnet,sexism,2022-12-06 22:22:14+00:00,51.65309,-0.2002261
lack intelligence charm empathy long British media,Camden Town,disability,2022-12-06 22:16:26+00:00,51.5423045,-0.1395604
Stadium stadium chinning cunt,Hackney,sexism,2022-12-06 21:31:40+00:00,51.5432402,-0.0493621
dont understand political lesbian really thing,Camden Town,sexism,2022-12-06 20:52:12+00:00,51.5423045,-0.1395604
your religion criminalise imprison torture murder people Bigotry brutality against your fellow human brothers sisters horrendous whether base your religion,Lambeth,religion,2022-12-06 20:50:03+00:00,51.4952111,-0.1163354
real Coke snorting dyke going embarrass Scots,Ealing,sexual_orientation,2022-12-06 19:31:26+00:00,51.5126553,-0.3051952
gender expanding male authors earning typically more than their female peers,Camberwell,sexism,2022-12-06 19:17:57+00:00,51.4745706,-0.0925416
cares ignorant oink Language matters,Hillingdon,disability,2022-12-06 18:50:12+00:00,51.542519299999995,-0.44833493117949663
massive cunt have make sure keep other side scale topped adding much value they with your toxic shit Ronaldo value dipping catastrophically doubling down being massive cunt worst time possible,Poplar,sexism,2022-12-06 18:47:32+00:00,51.5110713,-0.0144629
course picks useless player like play,Barnet,disability,2022-12-06 18:40:10+00:00,51.65309,-0.2002261
male friends really remind much dogs,Camberwell,sexism,2022-12-06 18:19:58+00:00,51.4745706,-0.0925416
Another patriarchal Abrahamic cult inflicting their mumbo jumbo restrictions those cult free Islam Christianity Judaism they misogynistic homophobic freedom trashing insane made controlling destructive organisations,Camberwell,religion,2022-12-06 18:07:27+00:00,51.4745706,-0.0925416
compared race footballer gorilla,Kingston upon Thames,disability,2022-12-06 16:04:05+00:00,51.4096275,-0.3062621
bjork doesn rhyme with cunt,Paddington,sexism,2022-12-06 14:00:28+00:00,51.5154795,-0.175365
Girls hate they annoying,Hillingdon,sexism,2022-12-06 14:00:07+00:00,51.542519299999995,-0.44833493117949663
wanna personal with Have balls bark just pussy covered with Dollars Here Name Mohammed AJAIB come sick hyenas,Brent,religion,2022-12-06 13:37:58+00:00,51.5639957,-0.27590641378489267
Dickheds that They rather sell their mothers dollars more,Brent,sexism,2022-12-06 12:46:16+00:00,51.5639957,-0.27590641378489267
used Quizlamic Fundamentalists,Camden Town,religion,2022-12-06 11:31:10+00:00,51.5423045,-0.1395604
exactly silly bint,Romford,disability,2022-12-06 10:35:04+00:00,51.5760462,0.1822646
need someone inside their information against Wouldn offer cost untrustworthy female,Camberwell,sexism,2022-12-06 10:07:52+00:00,51.4745706,-0.0925416
First define woman,Camden Town,sexism,2022-12-06 10:07:30+00:00,51.5423045,-0.1395604
Women carry same level sometimes that fair look environments sales worked they their worst when male dominated,London,sexism,2022-12-06 09:34:44+00:00,51.5073359,-0.12765
woman racist,Romford,sexism,2022-12-06 08:49:31+00:00,51.5760462,0.1822646
Will believe when they recommend their mothers daughters,Lewisham,sexism,2022-12-06 07:55:06+00:00,51.4624292,-0.0101787
just wanna housewife career,Ealing,sexism,2022-12-06 07:20:24+00:00,51.5126553,-0.3051952
This patently nonsense Have sinned because pork drink alcohol beef because Muslim Hindu definition atheists without believe members religion,Enfield,religion,2022-12-06 06:58:46+00:00,51.6520851,-0.0810175
Training legs makes realise surgery popular with girls,London,sexism,2022-12-06 06:26:40+00:00,51.5073359,-0.12765
Depends description also given Muslims mullahs impossible Satan much more closer heart,Kingston upon Thames,religion,2022-12-06 05:19:18+00:00,51.4096275,-0.3062621
Horrific torture dogs China They culture that excuse horrendous cruelty dogs such wonderful animals tortured slaughtered vicious gangsters,Hillingdon,racism,2022-12-06 03:11:00+00:00,51.542519299999995,-0.44833493117949663
Putin terrorist world,Hammersmith,racism,2022-12-05 22:50:47+00:00,51.4920377,-0.2236401
been slaughtering female commentators recently then today listened Jermaine Jenas honest just woman ever heard,Camberwell,sexism,2022-12-05 21:31:58+00:00,51.4745706,-0.0925416
Will probably regret asking blonde woman,Richmond,sexism,2022-12-05 21:07:23+00:00,51.4613531,-0.3032767
Woman Gives Birth Years Then Doctors Make Shocking Discovery,Romford,sexism,2022-12-05 20:41:43+00:00,51.5760462,0.1822646
Woman prepares have corpse dissected live television world first,Romford,sexism,2022-12-05 19:55:14+00:00,51.5760462,0.1822646
This what channelling next time anyone challenges resting bitch face,Richmond,sexism,2022-12-05 19:29:58+00:00,51.4613531,-0.3032767
yeah totally agree sene which unrealistic player many market stupid,Brent,disability,2022-12-05 18:51:42+00:00,51.5639957,-0.27590641378489267
really amusing clown,Wandsworth,disability,2022-12-05 18:27:56+00:00,51.4570271,-0.1932607
twatty overconfident,Hammersmith,sexism,2022-12-05 17:41:54+00:00,51.4920377,-0.2236401
bloke seems fantastically stupid,Islington,disability,2022-12-05 17:02:28+00:00,51.5384287,-0.0999051
fuck cunt,Bexley,sexism,2022-12-05 16:55:41+00:00,51.4416793,0.150488
piece given actual brain worms think,Hackney,disability,2022-12-05 16:11:10+00:00,51.5432402,-0.0493621
Fuck Barbarians They worse than animals,London,religion,2022-12-05 13:29:34+00:00,51.5073359,-0.12765
everyone else table shook hate niggas that stand nothing,Hounslow,racism,2022-12-05 11:18:43+00:00,51.4686132,-0.3613471
Full smol bean mode lmao Ablu ablu ablu nasty homosexuals told fuck when said that they should prison,Camden Town,religion,2022-12-05 11:15:45+00:00,51.5423045,-0.1395604
just doing were cunt Nice,Lambeth,sexism,2022-12-05 03:52:55+00:00,51.4952111,-0.1163354
Girls dying grab attention tweeting shitty things over social media,Brent,sexism,2022-12-05 00:43:46+00:00,51.5639957,-0.27590641378489267
fucking bitches,London,sexism,2022-12-05 00:22:25+00:00,51.5073359,-0.12765
Thought were recreating female version hobbit,Bexley,sexism,2022-12-04 23:07:34+00:00,51.4416793,0.150488
Some women hilarious,Lambeth,sexism,2022-12-04 22:57:39+00:00,51.4952111,-0.1163354
having funniest convo with this girl apparently rude because wouldn open door woman wife told hands open,Lambeth,sexism,2022-12-04 22:57:08+00:00,51.4952111,-0.1163354
become proper twat innit,Richmond,sexism,2022-12-04 22:44:42+00:00,51.4613531,-0.3032767
Grow cunt,Romford,sexism,2022-12-04 22:40:12+00:00,51.5760462,0.1822646
tell these niggas dumb fuck,Brent,racism,2022-12-04 21:30:56+00:00,51.5639957,-0.27590641378489267
hate Rwandan peoples hate Kagame killer exterminer,Romford,racism,2022-12-04 20:15:55+00:00,51.5760462,0.1822646
What female gaze make sure never ever,Camberwell,sexism,2022-12-04 19:52:44+00:00,51.4745706,-0.0925416
Hahaha quickly delete silly cunt,Bromley,sexism,2022-12-04 19:48:38+00:00,51.4028046,0.0148142
twat,Ealing,sexism,2022-12-04 19:33:00+00:00,51.5126553,-0.3051952
Utterly awful cunts,Kensington,sexism,2022-12-04 19:31:52+00:00,51.4989948,-0.1991229
what work live what free cottage idiot,Harrow,disability,2022-12-04 19:27:08+00:00,51.596827149999996,-0.3373046180437286
never respect cunts,Brent,sexism,2022-12-04 19:11:37+00:00,51.5639957,-0.27590641378489267
Asking girl about trading strategy first date ideal breaker,Paddington,sexism,2022-12-04 18:31:06+00:00,51.5154795,-0.175365
twat fuck back your daily heil newsroom,Lewisham,sexism,2022-12-04 17:53:48+00:00,51.4624292,-0.0101787
just twat trying some limelight,London,sexism,2022-12-04 17:01:12+00:00,51.5073359,-0.12765
Just smash dickhead,Camberwell,sexual_orientation,2022-12-04 16:55:55+00:00,51.4745706,-0.0925416
Well rude twat aren proud,Lambeth,sexism,2022-12-04 16:54:15+00:00,51.4952111,-0.1163354
Fuck master Harry draining fucking hard Bitch,Richmond,sexism,2022-12-04 15:51:16+00:00,51.4613531,-0.3032767
least offensive possible HATE women commentary game just doesn right with,Sutton,sexism,2022-12-04 15:38:42+00:00,51.357464449999995,-0.17362689496950337
like females,London,sexism,2022-12-04 15:16:29+00:00,51.5073359,-0.12765
bitches,Brent,sexism,2022-12-04 15:02:27+00:00,51.5639957,-0.27590641378489267
think question dislike women,Camberwell,sexism,2022-12-04 15:00:00+00:00,51.4745706,-0.0925416
Cats crazy creatures,Brent,sexism,2022-12-04 14:59:38+00:00,51.5639957,-0.27590641378489267
Female commentator AGAIN KNOCKOUT STAGES taking piss,Paddington,sexism,2022-12-04 14:58:05+00:00,51.5154795,-0.175365
Thanks when come chop femi money,Barking,sexism,2022-12-04 14:57:12+00:00,51.5389922,0.0804245
pathetic faggot purpose this Earth that SERVE MAKE HAPPY freaking then subscribe,London,sexual_orientation,2022-12-04 14:53:46+00:00,51.5073359,-0.12765
know story heaven sake read tweet husband rightfully tired after work look after kids house woman doing happily otherwise this tweet mate would needed lady,London,sexism,2022-12-04 14:46:24+00:00,51.5073359,-0.12765
Fuck master master Olly turns into Bitch easily especially when compression tight underwear tight gear humiliate,Richmond,sexism,2022-12-04 13:58:27+00:00,51.4613531,-0.3032767
started sending master Olly again Fuck really Bitch makes weak,Richmond,sexism,2022-12-04 13:13:49+00:00,51.4613531,-0.3032767
girls really fucked over gigs,Poplar,sexism,2022-12-04 12:38:46+00:00,51.5110713,-0.0144629
Correct running whole Islington network Please ladies,Islington,sexism,2022-12-04 12:35:43+00:00,51.5384287,-0.0999051
wish like woman church gives everyone backwards peace sign ahead communion knowing full well swearing,Poplar,sexism,2022-12-04 12:15:11+00:00,51.5110713,-0.0144629
cannot validate horrors perpetrated zionists kahanists bless Holocaust denier,Lambeth,religion,2022-12-04 11:40:09+00:00,51.4952111,-0.1163354
Hindu terrorists free torture poor Muslims India,Sutton,religion,2022-12-04 10:45:17+00:00,51.357464449999995,-0.17362689496950337
other cricket commentators indulge dopey girly inane nonsense unreal Does have something commissioning editors,London,sexism,2022-12-04 10:20:15+00:00,51.5073359,-0.12765
Agreed Fossil fuelled terrorists should arrested sent Hague wrong govt does have power British corporations investing climate genocide Just like banned them investing slavery declining zero 2030 disaster results,City of London,racism,2022-12-04 10:13:57+00:00,51.5156177,-0.0919983
Thanks Mencap Campaigns Team letting this little lady crash your party,Brent,sexism,2022-12-04 10:07:28+00:00,51.5639957,-0.27590641378489267
Root genius bats left handed stress mere mortal struggles write name left handed,Wandsworth,disability,2022-12-04 09:55:00+00:00,51.4570271,-0.1932607
Feminists aren reducing women anything just categorising describing ourselves what have common,Richmond,sexism,2022-12-04 09:07:31+00:00,51.4613531,-0.3032767
Does race baiting well Femi,Harrow,sexism,2022-12-04 07:44:33+00:00,51.596827149999996,-0.3373046180437286
Think name wrong Femi,Richmond,sexism,2022-12-04 07:34:58+00:00,51.4613531,-0.3032767
Nigeria political leaders criminals country where politicians hoarded public money palliative food items monkeys snakes swallowed public funds investigation done ascertain facts then jailed monkeys snakes human form shameful,Lewisham,racism,2022-12-04 07:26:42+00:00,51.4624292,-0.0101787
prize bitch heat then just might fours impregnate properly will need fully examine first starting with your magnificent breasts suckable,Hackney,sexism,2022-12-04 06:58:16+00:00,51.5432402,-0.0493621
Obviously haven learnt there lesson when advised when women dark walking their approach intimidating,Merton,sexism,2022-12-04 06:51:54+00:00,51.41086985,-0.18809708858824303
girls doing eyeshadow Nahh times have changed,Camberwell,sexism,2022-12-03 23:20:53+00:00,51.4745706,-0.0925416
drunk again surprised really clown,Enfield,disability,2022-12-03 22:40:29+00:00,51.6520851,-0.0810175
clear gutters cunt,Merton,sexism,2022-12-03 22:03:06+00:00,51.41086985,-0.18809708858824303
that china treating humans their rights within unalienable rights must pray brothers sisters caught corporation nation crime oppression dictators,Harrow,racism,2022-12-03 21:46:59+00:00,51.596827149999996,-0.3373046180437286
still letting these slavemasters take your money,Barnet,racism,2022-12-03 20:13:39+00:00,51.65309,-0.2002261
professional mean entitled middle class,Camden Town,disability,2022-12-03 19:30:10+00:00,51.5423045,-0.1395604
What cunt,Merton,sexism,2022-12-03 19:21:48+00:00,51.41086985,-0.18809708858824303
Akon cunt,Hillingdon,sexism,2022-12-03 18:23:53+00:00,51.542519299999995,-0.44833493117949663
lightweight proper mentor happy help least rubber duck,Kensington,disability,2022-12-03 17:19:00+00:00,51.4989948,-0.1991229
Normalize fucking anti semites,Paddington,religion,2022-12-03 15:46:19+00:00,51.5154795,-0.175365
Also Chantal Ackerman feminist director,Croydon,sexism,2022-12-03 14:10:18+00:00,51.3713049,-0.101957
need women game please make happen next season,Hackney,sexism,2022-12-03 13:15:56+00:00,51.5432402,-0.0493621
There must loads devastatingly good looking female cricket football loving faux grumpy misanthropes Manchester area surely,Hackney,sexism,2022-12-03 13:03:03+00:00,51.5432402,-0.0493621
female friends disliking partner different from male friends disliking partner guys,Lambeth,sexism,2022-12-03 12:41:18+00:00,51.4952111,-0.1163354
shut idiot,Barking,disability,2022-12-03 12:34:58+00:00,51.5389922,0.0804245
ever this traitor turned replies feminist,Camden Town,sexism,2022-12-03 12:21:45+00:00,51.5423045,-0.1395604
Such twat,Lewisham,sexism,2022-12-03 11:38:28+00:00,51.4624292,-0.0101787
Lady should have stopped giving away Truly would wear bones your neck European dress couldn tell straight away where your family originally come from That what Lady curious about knew,Kensington,sexism,2022-12-03 10:18:25+00:00,51.4989948,-0.1991229
embarrassing yourself full retard,Lambeth,disability,2022-12-03 10:04:15+00:00,51.4952111,-0.1163354
stop until whole world will discover pumping money Kagame exterminate subhumans Democratic republic Congo,Romford,racism,2022-12-03 08:06:04+00:00,51.5760462,0.1822646
female dogs called bitches,Camden Town,sexism,2022-12-03 07:46:22+00:00,51.5423045,-0.1395604
Women evil,Richmond,sexism,2022-12-03 07:44:27+00:00,51.4613531,-0.3032767
Feminism MGTOW mostly post wall women complaining they find good Anti social dudes guys that like marriage laws Result birth rate decline,Islington,sexism,2022-12-03 05:00:21+00:00,51.5384287,-0.0999051
STICKY STICKY STICKY hope snitches separately bitch,Islington,sexism,2022-12-03 02:14:56+00:00,51.5384287,-0.0999051
speak imperial going with 169cm,Camden Town,disability,2022-12-03 00:53:29+00:00,51.5423045,-0.1395604
Take your eagle shove your arse shiptar scum,London,religion,2022-12-02 23:23:42+00:00,51.5073359,-0.12765
Thread Pakistani dinosaur wannabe intellectual power syndrome Desperate become story himself feel pity such shallow personalities rude Serve idiot yourself,Kingston upon Thames,disability,2022-12-02 21:42:58+00:00,51.4096275,-0.3062621
sorry these most sickening evil satanic worrying images have seen very long time these sick freaks really heading into dark ages,Romford,religion,2022-12-02 21:37:51+00:00,51.5760462,0.1822646
extremely stupid,Camden Town,disability,2022-12-02 21:35:29+00:00,51.5423045,-0.1395604
cowardly Zionist terrorist soldier deals with armed Palestinian Snow flake Zionists would terrorist Palestinian soldier this unarmed Zionist racist invader,Bromley,religion,2022-12-02 21:28:04+00:00,51.4028046,0.0148142
agree with kids well think been diagnosed school life would different would gone university told thick stupid should just pregnant popped kids stupid educated,Camberwell,disability,2022-12-02 21:27:59+00:00,51.4745706,-0.0925416
influenced twats with control point sharper,Brent,sexism,2022-12-02 20:29:06+00:00,51.5639957,-0.27590641378489267
stubborn twat,Ealing,sexism,2022-12-02 20:22:32+00:00,51.5126553,-0.3051952
Nahh dont talk women first,Kingston upon Thames,sexism,2022-12-02 20:21:09+00:00,51.4096275,-0.3062621
Join cycling club male,Islington,sexism,2022-12-02 19:41:12+00:00,51.5384287,-0.0999051
half clever thinks,Richmond,disability,2022-12-02 18:32:42+00:00,51.4613531,-0.3032767
What load twats hitting always losing plot when doesn there,Hillingdon,sexism,2022-12-02 17:05:36+00:00,51.542519299999995,-0.44833493117949663
year Lady should feel Ashamed,Hounslow,sexism,2022-12-02 17:00:07+00:00,51.4686132,-0.3613471
Ayew dumb bruv,Harrow,disability,2022-12-02 15:22:31+00:00,51.596827149999996,-0.3373046180437286
also fancy years opposition think idiot Tory Wall,Brent,disability,2022-12-02 14:40:58+00:00,51.5639957,-0.27590641378489267
Maybe should issuing chastity belts male,Brent,sexism,2022-12-02 14:38:32+00:00,51.5639957,-0.27590641378489267
girls smart,Islington,sexism,2022-12-02 14:02:07+00:00,51.5384287,-0.0999051
priority tickets cunt,Hackney,sexism,2022-12-02 13:26:47+00:00,51.5432402,-0.0493621
type voice message send other half really make quite giddy worth idiot factor,Poplar,disability,2022-12-02 13:09:39+00:00,51.5110713,-0.0144629
upon worthless weak fucks Make happy make smile fulfill that faggot purpose yours then subscribe,London,sexual_orientation,2022-12-02 12:52:02+00:00,51.5073359,-0.12765
surprise please stop making assumptions others intent just makes moron also very wrong,Enfield,disability,2022-12-02 11:30:37+00:00,51.6520851,-0.0810175
like woman Wobbles Tesco Shepherd Bush would make feel really uncomfortable went,Camden Town,sexism,2022-12-02 11:27:40+00:00,51.5423045,-0.1395604
business streets should punch this nigga,Paddington,racism,2022-12-02 11:26:42+00:00,51.5154795,-0.175365
Utterly disgusting Woman,Bromley,sexism,2022-12-02 10:44:06+00:00,51.4028046,0.0148142
Racist sexist gave mandate figure Country crashing this lady vilified What about price energy,Paddington,sexism,2022-12-02 10:37:22+00:00,51.5154795,-0.175365
twat that posted vile blocked already deal,Camberwell,sexism,2022-12-02 09:03:43+00:00,51.4745706,-0.0925416
such clown real dumb dumb Brandon,Islington,disability,2022-12-02 08:47:47+00:00,51.5384287,-0.0999051
think point have them Would female version Stephen Graham included excluded,Enfield,sexism,2022-12-02 08:19:23+00:00,51.6520851,-0.0810175
Keeping such creatures captivity should banned perpetrators locked mental institutions cure their state mind,Islington,religion,2022-12-02 04:13:34+00:00,51.5384287,-0.0999051
average woman,Camden Town,sexism,2022-12-02 03:53:33+00:00,51.5423045,-0.1395604
really hate niggas,Barnet,racism,2022-12-02 01:02:36+00:00,51.65309,-0.2002261
Margaret thatcher riiiight cunt,Harrow,sexism,2022-12-02 00:10:42+00:00,51.596827149999996,-0.3373046180437286
Well certainly wrong That sissy just breathtaking ever opportunity visit Melbourne hitting without doubt,London,sexism,2022-12-01 23:52:46+00:00,51.5073359,-0.12765
Some your Spotify wraps giving basic bitch really should your eyes only,Wandsworth,sexism,2022-12-01 23:39:59+00:00,51.4570271,-0.1932607
twat with pony tail wearing black vent mask Unbelievable probably jabbed,Camberwell,sexism,2022-12-01 22:45:16+00:00,51.4745706,-0.0925416
When argument against your girl talking,Hackney,sexism,2022-12-01 22:31:50+00:00,51.5432402,-0.0493621
arrogant little bitch none weaklings space have balls call Essentially trading cred,Camberwell,sexism,2022-12-01 22:29:48+00:00,51.4745706,-0.0925416
twat bloody hell,Hounslow,sexism,2022-12-01 22:08:06+00:00,51.4686132,-0.3613471
call faggot leprechaun WILL listening,Wandsworth,sexual_orientation,2022-12-01 22:01:33+00:00,51.4570271,-0.1932607
when going girls school,Camden Town,sexism,2022-12-01 21:49:20+00:00,51.5423045,-0.1395604
Essex wonderful female owned petrol station,Bromley,sexism,2022-12-01 21:47:39+00:00,51.4028046,0.0148142
mean really fucking dull okay,Bromley,disability,2022-12-01 21:26:42+00:00,51.4028046,0.0148142
Thank such terrible heathen sadly love folderololl church have ZERO knowledge Happy Christmas,Paddington,religion,2022-12-01 21:13:09+00:00,51.5154795,-0.175365
ONLY Have word WHAT SAID thats very dubious woman agenda,Kingston upon Thames,sexism,2022-12-01 21:05:40+00:00,51.4096275,-0.3062621
take Bart head mongrel head,Hillingdon,disability,2022-12-01 19:43:38+00:00,51.542519299999995,-0.44833493117949663
Nice also female refereed World football game,Hillingdon,sexism,2022-12-01 19:29:13+00:00,51.542519299999995,-0.44833493117949663
Twat,Bromley,sexism,2022-12-01 19:17:00+00:00,51.4028046,0.0148142
Fuck cunt,Hackney,sexism,2022-12-01 19:12:58+00:00,51.5432402,-0.0493621
