text,hate_pred,emotion_pred,date,latitude,longitude
@Sillyshib Speaking as a man folk .no chance,sexism,sadness,2022-11-10 23:47:35+00:00,51.4028046,0.0148142
@libsoftiktok Maybe she should quit her position and work as a bin man we need more women in that sector so the term can become bin-person.,sexism,anticipation,2022-11-11 11:13:00+00:00,51.4952111,-0.1163354
Penis Twat,sexism,anger,2022-11-11 16:03:48+00:00,51.4952111,-0.1163354
I genuinely cant take female commentators and presenters on everything https://t.co/LTkuCwlGJE,sexism,anger,2022-11-11 20:28:32+00:00,51.4745706,-0.0925416
I think Bavette is a really pretty name for a girl.,sexism,joy,2022-11-11 21:56:36+00:00,51.5384287,-0.0999051
How come  so much of womens clothing doesnt have functional pockets Inside pockets on jackets for a start,sexism,disgust,2022-11-11 22:53:55+00:00,51.65309,-0.2002261
"@KeithNHumphreys @J_Bloodworth Genetic instability XX is more stable than XY. Female genes have a backup, male genes dont.",sexism,sadness,2022-11-12 10:54:04+00:00,51.5423045,-0.1395604
@ButtonsBertie @starbuckssue Always a ladies paw,sexism,joy,2022-11-12 14:02:33+00:00,51.3713049,-0.101957
@georgiebingham Dont put all the blame on mat HancocknThe Chinese had a lot to do with it with there dirty eating habits or have you for goten thatnAnd what about monkey.pox thats down to nEating habits nMat made mistakes. It s called for giveniss,racism,anger,2022-11-12 14:57:21+00:00,51.5432402,-0.0493621
"@CarolineRussell @CouldBeKel @GreenPartyWomen @TheGreenParty @BrightGrn Shouldnt inclusive feminists include men If not, why not Serious question.",sexism,anger,2022-11-12 16:43:44+00:00,51.4952111,-0.1163354
@BeatTheCult No way a woman builds an entire planet in just a week.,sexism,anticipation,2022-11-12 17:17:59+00:00,51.4745706,-0.0925416
"@JayReeves87 Random just imagining that twats thought process. Ummm I see a bald man and I wish to be obnoxious.  I gotta think fast ANDREW TATE rides on yes, that was the level of twat I was going for this will soothe my feelings as my life is terrible",sexism,anger,2022-11-12 17:54:21+00:00,51.3713049,-0.101957
Is ass donation a thing bc me and my gf agree I got way too much cake for a guy,sexism,joy,2022-11-12 18:04:30+00:00,51.4624292,-0.0101787
Moment a tweet goes left for a girl they start begging empathy ,sexism,anger,2022-11-13 06:44:30+00:00,51.4686132,-0.3613471
No man is an island,sexism,optimism,2022-11-13 06:54:41+00:00,51.65309,-0.2002261
Girls dont want boys girls want big coat,sexism,anticipation,2022-11-13 09:47:57+00:00,51.4570271,-0.1932607
@Matt_MYano @Davies_EL @katherineprice @SianElvin I went to a girls state school in Camden and the idea of calling anyone by their surname would have been laughed out of the school. Warwick on the other hand.,sexism,joy,2022-11-13 12:04:38+00:00,51.5110713,-0.0144629
"Twat #Spaniel #CockerSpaniel @ London, United Kingdom https://t.co/J4aA9Hxb08",sexism,anger,2022-11-13 13:26:52+00:00,51.5156177,-0.0919983
@PamTaubMD Its da wife thats responsible,sexism,disgust,2022-11-13 19:39:18+00:00,51.542519299999995,-0.44833493117949663
@PaulEmbery Women with willies.,sexism,disgust,2022-11-13 21:41:21+00:00,51.4613531,-0.3032767
@TheJessieKirk Do girl stuff,sexism,joy,2022-11-13 21:45:14+00:00,51.65309,-0.2002261
Is it possible to retire from being a womaniser,sexism,anticipation,2022-11-14 00:40:46+00:00,51.4686132,-0.3613471
Sometimes I feel like I make poor choices cause I let my vagina think for me,sexism,sadness,2022-11-14 01:01:51+00:00,51.4028046,0.0148142
@mtskullcrusher @tmsilverman Is this the argument to abolish female sports altogether,sexism,anger,2022-11-14 01:12:21+00:00,51.5110713,-0.0144629
@dukat291 @SDLovell @JasonWhitely @wfaa Bit sexist,sexism,anger,2022-11-14 06:34:04+00:00,51.5384287,-0.0999051
@CelestialRobin We often dont see the things in our own faces that others see. Used to think I had a big nose but then some female friends told me no its petite amp feminine.,sexism,anticipation,2022-11-14 09:59:12+00:00,51.4745706,-0.0925416
theres no stronger relationship then a girl with her comfort character,sexism,joy,2022-11-14 10:56:28+00:00,51.4745706,-0.0925416
@Richmondpoku65 @OfficerLamptey These type of ladies always want to depend on  men for survival . They are very useless ,sexism,disgust,2022-11-14 11:27:30+00:00,51.542519299999995,-0.44833493117949663
Why cant women ever let me eat in peace Smh,sexism,disgust,2022-11-14 13:21:50+00:00,51.5073359,-0.12765
Disgusting and depraved. The free world must chase these reprobates to the gates of Hell as that is where they shall reside. https://t.co/ZEaUSW1Pdo,religion,anger,2022-11-14 13:51:38+00:00,51.5073359,-0.12765
@RoseFashion191 Men. Next question,sexism,anticipation,2022-11-14 16:26:56+00:00,51.4952111,-0.1163354
Random but who makes nice gardening gloves in womens sizes Ty.,sexism,anticipation,2022-11-14 16:58:46+00:00,51.4952111,-0.1163354
@mussbefit I keep telling my female friends they need to carry and not hesitate to use it,sexism,anticipation,2022-11-14 17:24:00+00:00,51.65309,-0.2002261
@speakoutsister Since women can obviously do everything else.,sexism,anticipation,2022-11-14 17:44:28+00:00,51.4952111,-0.1163354
@Councillorsuzie @jeanniejuno Disgusting  how can a medical person not know the difference the working of females biology.,sexism,anger,2022-11-14 21:05:29+00:00,51.4028046,0.0148142
"@zanskar1961 @speakoutsister No women looks a bit mannish. Except to you, perhaps",sexism,disgust,2022-11-14 22:11:22+00:00,51.4952111,-0.1163354
"@sophielouisecc Is there no end to your wisdom Actually, men playing ice-hockey have three periods in each game,",sexism,anticipation,2022-11-14 22:14:59+00:00,51.4613531,-0.3032767
"@G_evier @Naija_PR Yes, they will get tired of it and men never get tired of paying bills.",sexism,sadness,2022-11-14 23:47:34+00:00,51.4745706,-0.0925416
"@G_evier @Naija_PR Men has destined to be responsible, but not same with women. Men can never complain of feeding his family but women can.  Men can marry unemployed lady as wife, taking care of her for many years without a single complain.",sexism,anticipation,2022-11-14 23:52:53+00:00,51.4745706,-0.0925416
@NoContextBrits Twat,sexism,anger,2022-11-15 00:03:50+00:00,51.4624292,-0.0101787
@G_evier @Naija_PR Have you ever seen any man complaining over paying or bills,sexism,disgust,2022-11-15 00:07:45+00:00,51.4745706,-0.0925416
@LilahSturges @SloaneFragment Welcome to my world. 6 1 amp I get more looks when I use the disabled toilets than when I use the womens. Have occasionally had abuse when playing football but its always been from men who care zero for womens sport beyond sitting in front of the TV with a Kleenex in hand.,sexism,anger,2022-11-15 10:49:02+00:00,51.4952111,-0.1163354
Ye olde glue sniffing cat killin nigga,racism,anger,2022-11-15 12:00:54+00:00,51.5384287,-0.0999051
@JohnSimpsonNews Women will get rid of them,sexism,anger,2022-11-15 14:16:49+00:00,51.4952111,-0.1163354
@bitginger @TheatreSpoonie @speakoutsister Because power resides in violence. Men are more capable at violence.,sexism,anger,2022-11-15 16:38:47+00:00,51.4952111,-0.1163354
"@GBNEWS Matt did not kill people,  the Chinese, WEF, and the Americans did, by developing covid in a Wuhan lab.",racism,anger,2022-11-15 17:02:47+00:00,51.4745706,-0.0925416
How females be on the phone https://t.co/3aemF5popb,sexism,joy,2022-11-15 19:07:47+00:00,51.5073359,-0.12765
"Israelies are the worst people ever, they will receive the worst because they are genocides and are building a massive KARMA. https://t.co/Gv8yBuawKr",religion,anger,2022-11-15 19:09:37+00:00,51.4952111,-0.1163354
@_hisnameisjavi theymi lovfaggto swept the afterparty toilet,sexual_orientation,disgust,2022-11-15 20:14:12+00:00,51.5432402,-0.0493621
@NoContextBrits Twat,sexism,anger,2022-11-15 20:32:16+00:00,51.65309,-0.2002261
Im so sick and tired of men being in charge of the world. They always cock everything up. #elephantintheroom #nato #russia #ukraine,sexism,anger,2022-11-16 03:38:20+00:00,51.4570271,-0.1932607
@RishiSunak https://t.co/fVoFjftzE2 No please no more deals with him.All our British crafts/ businesses are in Chinese hands. please no more. Bring them back into British hands. Allour age old stores gone to china and India our econ destroyed.,racism,disgust,2022-11-16 07:02:24+00:00,51.65309,-0.2002261
"@ToastedVideo @MickeyDee43 @speakoutsister No, less likely to than men. Intentionally or otherwise.",sexism,anticipation,2022-11-16 08:00:58+00:00,51.4952111,-0.1163354
THE GREEN FUCKING CREW NECK SHUT THE FUCK UP https://t.co/dcXJCfrry5,racism,anger,2022-11-16 08:40:53+00:00,51.65309,-0.2002261
@TheFamousArtBR I think the one on the left may be a biological female...,sexism,anticipation,2022-11-16 14:15:38+00:00,51.5423045,-0.1395604
How to Have Sex With a Fat Girl https://t.co/r5GQwOmHhC via @vice,sexism,anticipation,2022-11-17 09:44:12+00:00,51.5384287,-0.0999051
Women are born not worn https://t.co/VrgMK87dcw,sexism,sadness,2022-11-17 11:49:20+00:00,51.5154795,-0.175365
@IrradiatedMouse Thought her motto was women should stay in the kitchen and look after the kids,sexism,anticipation,2022-11-17 12:29:00+00:00,51.5423045,-0.1395604
@superkrispydj @kizletwiggle It does tend to just all happen at the end rather fast. Which is ironic for a sport mostly featuring men right,sexism,disgust,2022-11-17 17:16:47+00:00,51.5423045,-0.1395604
That  last question cannot be answered yet cos in the next 4 years femi will do the same https://t.co/hKJ19HNHPg,sexism,anticipation,2022-11-17 18:53:46+00:00,51.5760462,0.1822646
@NjQy9D5Hh5gAAec @amit_segln arrogant,disability,anger,2022-11-17 23:24:49+00:00,51.65309,-0.2002261
Bougie caddisfly larva https://t.co/jfcyP7MuF4,sexism,joy,2022-11-18 02:56:30+00:00,51.5432402,-0.0493621
@Motorsport Wont it also be easier for males to drive so therefore increase the competition this making it even harder for women,sexism,anticipation,2022-11-18 09:54:27+00:00,51.5110713,-0.0144629
@Football__Tweet Messed up his career because of a girl,sexism,anger,2022-11-18 13:22:33+00:00,51.65309,-0.2002261
Men are people born not worn.,sexism,disgust,2022-11-18 22:00:37+00:00,51.5423045,-0.1395604
People like #MattHanock more than female journalists #CharleneWhite #imacelebrity #eviction,sexism,anticipation,2022-11-18 22:38:21+00:00,51.5110713,-0.0144629
@Lizmac03021945 @BennuInspace @salltweets Define feminine - last time I check its subjective. Their gender is not for you to label.,sexism,anger,2022-11-18 23:04:42+00:00,51.542519299999995,-0.44833493117949663
"@Lizmac03021945 @BennuInspace @salltweets No presumption, if you class yourself as female, pronoun would be she. Non binary, they, male, he quite simple.",sexism,anticipation,2022-11-18 23:10:37+00:00,51.542519299999995,-0.44833493117949663
@highonmomos Girls be like that no worries,sexism,optimism,2022-11-19 01:20:42+00:00,51.5432402,-0.0493621
Some girls need to realise that fucking anything with a pulse is needy and pathetic. Just shows how easy you are ,sexism,anger,2022-11-19 04:42:18+00:00,51.4686132,-0.3613471
@karmak47661319 Quick question... Do girls need to fuck a guy a few times to tell if they actually like them or not hmm,sexism,anticipation,2022-11-19 07:08:17+00:00,51.4686132,-0.3613471
@GreenRedSonja @JolyonMaugham Is it mainly boys behaviour I ask because I live next door to a private girls school and their behaviour is impeccable.,sexism,anticipation,2022-11-19 09:01:11+00:00,51.4570271,-0.1932607
"@justinlondonjp 50% of Gods are women, because Gods exclusively live in our heads",sexism,optimism,2022-11-19 09:12:23+00:00,51.4624292,-0.0101787
@FIFAWorldCup we understand that politics should be kept out of sport but how many times can we keep turning our backs on these countries that cause harm to others under the banner of religion. Religion is worth nothing if it preaches cruelty,religion,anger,2022-11-19 15:45:33+00:00,51.65309,-0.2002261
"@RepMTG  sic those jewish space lazers on him, you absolute ",religion,anger,2022-11-19 18:50:54+00:00,51.4745706,-0.0925416
2 twats on the pitch,sexism,anger,2022-11-19 19:23:06+00:00,51.5384287,-0.0999051
@CoachMacUK Because there is something called envy and women like to express it more than men. The harsh truth.,sexism,anger,2022-11-19 21:01:53+00:00,51.4745706,-0.0925416
@twice_never I think the individual defines whether they consider themselves to be a woman or not.,sexism,anticipation,2022-11-19 22:18:16+00:00,51.5110713,-0.0144629
Didnt yall enslave or otherwise subjugate half the damn planet over the years https://t.co/Xih1V3wszv,racism,anger,2022-11-19 23:19:42+00:00,51.5073359,-0.12765
Men fail to find the clitoris https://t.co/6ZRpOIDFWC,sexism,anticipation,2022-11-20 00:52:49+00:00,51.4920377,-0.2236401
@RobinClaxton1 Unless youre a woman ,sexism,joy,2022-11-20 12:26:26+00:00,51.542519299999995,-0.44833493117949663
Silly Cunt dropping woman an kids needs putting down https://t.co/6EsoqwRZLl,sexism,joy,2022-11-20 13:11:24+00:00,51.4952111,-0.1163354
"@sotiridi FairPlay, well done mothers. Do not get your dick out in front of young girls end of.",sexism,anger,2022-11-20 17:03:06+00:00,51.4613531,-0.3032767
Some Twat pretends to shred 10k and everybody goes mentallife goes on,sexism,anger,2022-11-20 23:52:02+00:00,51.4920377,-0.2236401
@AKasingye Stop being sexist,sexism,anger,2022-11-21 03:01:42+00:00,51.542519299999995,-0.44833493117949663
@BBC just told the world F#%K The Muslims .,religion,anger,2022-11-21 09:59:11+00:00,51.4920377,-0.2236401
"@AshwiniSahaya @drnarottammisra @OfficeofSSC @jihadwatchRS @geertwilderspvv @Martina @UNHumanRights @UNinIndia @narendramodi @cnnbrk @nypost Muslims r good at it. They murdered my younger brother, a Hindu, a teacher in a ghastly way n disposed d body to destroy all evidence but could not fully wash d blood.Hindus must beware Muslims. My brothers murderers were his  friends If u trust a Muslim think twice about it.",religion,fear,2022-11-21 10:02:03+00:00,51.5073359,-0.12765
@fabricebrt @RhonaHarker @emilyEBbrooks We cant walk around all wet. Women get urinary infection very easily we need to dry it,sexism,disgust,2022-11-21 12:02:54+00:00,51.5073359,-0.12765
"As a man, why have u got a basket inda supermarket Juggle datt shit in ur hands",sexism,anger,2022-11-21 12:52:42+00:00,51.4745706,-0.0925416
"Men,....the top knot is never acceptable under any circumstances.n#topknot",sexism,anger,2022-11-21 19:22:24+00:00,51.4028046,0.0148142
@Jo_Livingstone Massive dyke energy,sexual_orientation,joy,2022-11-21 21:54:12+00:00,51.4952111,-0.1163354
@Bartron50001 @IrexitFreedom The intention of their religion is to take over the western world.. They hate infidels and their religion preaches this People might laugh at this now.. but its already happening,religion,anger,2022-11-22 02:18:04+00:00,51.4570271,-0.1932607
@McconnellEryn seriously wtf is wrong with people men. Its embarrassing.,sexism,anger,2022-11-22 08:08:58+00:00,51.4028046,0.0148142
"being a man seems easy, all you gotta do is lie amp get haircuts.",sexism,optimism,2022-11-22 11:47:47+00:00,51.4920377,-0.2236401
"Or excuse #AmberHeards abuse against #JohnnyDepp with pseudo, divisive #radical #Feminism ideology. https://t.co/HTL2vkxrdJ",sexism,anger,2022-11-22 12:07:11+00:00,51.5384287,-0.0999051
"Everybody it seems, im talking some believers, tip toe around unbelievers, many if whom are unbelievabley wicked, because they afraid of offending them. Furthermore when these same heathens desire to KILL the people of God and their children we allow them to spout their vermin",religion,anger,2022-11-22 14:07:31+00:00,51.5760462,0.1822646
@itsnickcharles Girl. No.,sexism,anticipation,2022-11-22 14:07:54+00:00,51.4952111,-0.1163354
@Richmondpoku65 @quame_age @Sani__UtD @BlackBoyFlyy_ @MTwumz_ Go and play with the girls . We the men are talking about football ,sexism,joy,2022-11-22 15:32:41+00:00,51.542519299999995,-0.44833493117949663
Female commentator. Strangley no alternative commentary available. Have switched off. #GetWokeGoBroke #BBCWorldCup,sexism,anger,2022-11-22 15:59:23+00:00,51.5154795,-0.175365
@CrownOnMyFrown @PankhurstEM @Tampax @phluidproject In the old days it used to be men advertising cleaning products to women.  Men never cleaned even a tiny bit then.nNow it is AGP men advertising period products to girls as young as 10.,sexism,disgust,2022-11-22 16:13:44+00:00,51.5423045,-0.1395604
"@jerrysaltz Speaking scientifically, XY chromosomes are less stable than XX because in females the X chromosome has a backup. One might therefore expect male art to be crazier than female art.",sexism,anticipation,2022-11-22 17:05:05+00:00,51.5423045,-0.1395604
"@CriticalCupcake Genuinely dont believe theres a single part of my body Id want to embiggen, perhaps eyes bloody FaceApp but been told face is quite feminine already. As for emsmallen, feet maybe but first on list, the Buddha belly Got called portly by certain GC Times hack. ",sexism,anger,2022-11-22 17:35:23+00:00,51.4745706,-0.0925416
@HavingChips4Tea Fucking useless cts on RB,sexism,anger,2022-11-22 19:14:00+00:00,51.4920377,-0.2236401
@THEJamesWhale Religion the scourge of the world.,religion,anger,2022-11-22 20:26:53+00:00,51.5760462,0.1822646
@Fact As did Nikola Tesla...nWomen are the great thieves of Mans energy...nThe sooner we realize this the sooner we can move on....nLet women fend for them selves,sexism,optimism,2022-11-22 21:16:55+00:00,51.5432402,-0.0493621
@philipvictory13 Well thats if the lady puts pressure on you though,sexism,anticipation,2022-11-22 22:32:36+00:00,51.5760462,0.1822646
@TamsinLisa @helenstaniland @glosswitch @Heather_Pymar Could be also be wanting to get in a womans prison after conviction,sexism,disgust,2022-11-23 08:55:14+00:00,51.5423045,-0.1395604
Weather as cold as a womans heart.,sexism,sadness,2022-11-23 09:15:14+00:00,51.4570271,-0.1932607
@Femi_Sorry Another Femi flop,sexism,disgust,2022-11-23 13:34:37+00:00,51.5110713,-0.0144629
@SonofWudan Normally den dey always cap especially if boy break their heart,sexism,sadness,2022-11-23 17:51:45+00:00,51.3713049,-0.101957
@BazProudBrit @BBCNews Embarrassing. Mens footy like Sunday league. https://t.co/r2qMfe0ePV,sexism,anger,2022-11-23 18:19:01+00:00,51.4028046,0.0148142
@xKateHarrisonx  always leave men whilst doing DIY type jobs lol,sexism,joy,2022-11-23 20:15:29+00:00,51.5760462,0.1822646
@JennyTaft I will take a female only line any day,sexism,anticipation,2022-11-23 23:49:53+00:00,51.5154795,-0.175365
Men are disgusting https://t.co/eSQZEYVBkm,sexism,anger,2022-11-24 00:55:05+00:00,51.4745706,-0.0925416
"Because the whites create divide. You think anyone has forgotten when they missed the penalties The backlash they received So if theyre going to get pinned for the losses, then they should take the glory #fuckoffwhitey https://t.co/6yubxYKYcB",racism,anger,2022-11-24 09:41:20+00:00,51.5384287,-0.0999051
@JaneDunnAuthor @HistoriaHWA @cathokin Every girl needs one ,sexism,joy,2022-11-24 15:13:51+00:00,51.4613531,-0.3032767
@AvonandsomerRob No - its awful - and ever woman I know who watches football says the same,sexism,anger,2022-11-24 15:20:53+00:00,51.5760462,0.1822646
Pro tip: dont fall for a man in Movember. You need to wait until December 1st to sign those adoption papers.,sexism,anticipation,2022-11-24 16:25:24+00:00,51.4952111,-0.1163354
@LeeBrookePearc3 The photo alone is enough to give a girl a yeast infection.,sexism,disgust,2022-11-24 17:26:38+00:00,51.5432402,-0.0493621
OR that women shouldnt want sex because its not ladylike.,sexism,anger,2022-11-24 19:38:57+00:00,51.4570271,-0.1932607
@simonharris_mbd When watching the said male player in the mens world cup scoring a goal in the 5th mens world cup surely to god you dont have to mention a lady done it before,sexism,joy,2022-11-24 20:57:12+00:00,51.65309,-0.2002261
"A woman needs to make her mans  hard, not his life. So he will make her  wet, not her eyes.",sexism,anticipation,2022-11-24 23:31:10+00:00,51.5073359,-0.12765
"A shower of gross, moronic, and poorly dressed aresholes. Never liked any of them and now I feel vindicated. They murder gays in Chechnya. Pillocks. https://t.co/R9cbCCP3vW",religion,anger,2022-11-25 08:58:10+00:00,51.4952111,-0.1163354
First male player. https://t.co/DZNmdonlJp,sexism,anticipation,2022-11-25 09:12:05+00:00,51.542519299999995,-0.44833493117949663
@FloozieBiscuit @maybesainsburys fatties are awfully difficult to kill.,sexism,fear,2022-11-25 11:53:30+00:00,51.4570271,-0.1932607
 men are so weird.,sexism,anger,2022-11-25 12:28:56+00:00,51.3713049,-0.101957
Men are so fucking weird,sexism,anger,2022-11-25 15:18:37+00:00,51.5110713,-0.0144629
Creepy bastards who raised you,racism,anger,2022-11-25 15:21:17+00:00,51.5110713,-0.0144629
Cunt trying cos they lost https://t.co/0TLLJx49S7,sexism,sadness,2022-11-25 15:36:13+00:00,51.5110713,-0.0144629
Men who can not function without chasing skirts. Bro relax were at the motive please for once just vibe. Your tongue is hanging out and youre scaring the baddies. I promise you can breathe without female attention https://t.co/sMx6HVBYMT,sexism,anger,2022-11-25 16:10:54+00:00,51.65309,-0.2002261
"@zariaarfq Boys are immature, but a MAN is not",sexism,anger,2022-11-25 17:46:00+00:00,51.4570271,-0.1932607
@EssexPR At my work there is a basket of female sanitary products in the male toilets,sexism,anticipation,2022-11-25 18:03:41+00:00,51.5384287,-0.0999051
Fem yutes https://t.co/ggmFBrhJRt,sexism,joy,2022-11-25 18:23:42+00:00,51.5432402,-0.0493621
Fuck these stinking fat yanks,racism,anger,2022-11-25 18:37:19+00:00,51.4686132,-0.3613471
Good god I hate Americans lets smash them lads,racism,anger,2022-11-25 18:48:00+00:00,51.4952111,-0.1163354
@GrahamPotgieter @AaronReichler @OnlinePalEng Hasbara - twisted mind of zionists,religion,anger,2022-11-25 20:35:46+00:00,51.542519299999995,-0.44833493117949663
@neilgibbons Covid amp putin get the blame for everything ,racism,anger,2022-11-25 22:26:09+00:00,51.4952111,-0.1163354
I think women hate it when theres too much peace in a relationship . @ZambiaMen https://t.co/eYUihfpHR8,sexism,sadness,2022-11-26 05:18:13+00:00,51.5073359,-0.12765
Ugly girls fuck better,sexism,anger,2022-11-26 05:18:18+00:00,51.3713049,-0.101957
@KatyMontgomerie @PaulEmbery He probably lost it when The Doctor regenerated into a woman.,sexism,anticipation,2022-11-26 07:36:49+00:00,51.65309,-0.2002261
"@SimonBruni @PaulEmbery Or pantomime dames being played by men, and Prince Charming played by a girl",sexism,joy,2022-11-26 07:40:09+00:00,51.65309,-0.2002261
Why you dont make deals with the CCP. https://t.co/baMZ4XRXAC,racism,disgust,2022-11-26 12:18:10+00:00,51.5073359,-0.12765
@jordanbpeterson Evil wicked people. https://t.co/apnII1Z0M4,religion,anger,2022-11-26 13:14:31+00:00,51.4745706,-0.0925416
@BigIssue Wtf about men.,sexism,anger,2022-11-26 14:13:25+00:00,51.4613531,-0.3032767
@TheChineseGovt why is China using antiquated ideas to control a virus. Do they not know viruses cannot be controlled the more you try the worse they get. Lockdwns masks were all used in the plague in 17C it didnt work then or now. Ppl need to be outside.,racism,anger,2022-11-26 16:44:11+00:00,51.65309,-0.2002261
Festive faggotry https://t.co/x9tEkxKfYZ,sexual_orientation,anger,2022-11-26 17:00:16+00:00,51.5760462,0.1822646
@TheWantonWench Twat,sexism,anger,2022-11-26 17:56:14+00:00,51.4745706,-0.0925416
This lady told me its nice when boys know how to cook.,sexism,joy,2022-11-26 19:33:32+00:00,51.5110713,-0.0144629
China COVID Lockdowns again As Friendly CCP  Chinese Thuggee Real Cops 2022 move to next riot.. https://t.co/jgHc7sHuHj,racism,anger,2022-11-26 20:24:01+00:00,51.5423045,-0.1395604
A boy in a gilet is the biggest ick in the world,sexism,anger,2022-11-26 20:55:17+00:00,51.5432402,-0.0493621
Would love to find a girl with a Lush tucked up pussy to collaborate with  ,sexism,joy,2022-11-26 22:45:22+00:00,51.3713049,-0.101957
Mal might be the illest nigga of all time,racism,sadness,2022-11-27 01:16:46+00:00,51.4624292,-0.0101787
Oh fuck off china. What raw bats have you been eating now Gonna fuck us all over again https://t.co/VcmauDL1oY,racism,anger,2022-11-27 06:32:17+00:00,51.65309,-0.2002261
Make sure this goes wide and far. The Chinese gov does not want the world knowing that their people do not agree with their heinous policies. https://t.co/q2fMJLk1Y6,racism,anger,2022-11-27 13:51:28+00:00,51.4952111,-0.1163354
@POTUS shocking another execution when is this barbarry going to end. An eye for an eye is not even Christian its Jewish. The murders killed a man like them but hid behind the Courts. Cowards.,religion,anger,2022-11-27 16:28:30+00:00,51.65309,-0.2002261
@iam__bryan Women get conference. Maybe after,sexism,anticipation,2022-11-27 19:43:49+00:00,51.3713049,-0.101957
Disgusting CCP thugs arresting a British journalist must have consequences.nnImagine Beijings reaction if we arrest a Chinese hack in London.nnThe problem is China has the backing of the global elite. Too much influence around the world. https://t.co/v2zsXrbuzP,racism,anger,2022-11-27 20:59:02+00:00,51.5073359,-0.12765
"@petertherin4 @LesDennis Yes, lets vote the Chinese govt out. Not the govt that was responsible for moving far too slowly at every turn and wasted BILLIONS of s unnecessarily on useless schemes and gifts to close friends who had zero experience or knowledge. How about those facts",racism,anger,2022-11-27 22:00:35+00:00,51.4028046,0.0148142
Boyyy DR wanna denounce their Black roots so bad. It doesnt change the fact that you are also descendants of Africa. This is madness. I will not be spending another dime to travel back to DR. https://t.co/4H7woVddqd,racism,anger,2022-11-28 00:31:14+00:00,51.542519299999995,-0.44833493117949663
@Philosophierol1 stupid,disability,anger,2022-11-28 06:57:21+00:00,51.4686132,-0.3613471
@China2ASEAN What about human beings What about your citizens What about #cats amp #dogs What about the #Christians amp #Catholics What about #Uyghursn#China has committed crimes against humanity We RESIST the Xi #CCPvirus GLOBALLY until #China frees ALL #Uyghurs #要要搞定個要nSHAME ON YOU https://t.co/b419twEwAU,racism,anger,2022-11-28 07:42:35+00:00,51.5156177,-0.0919983
"Nice girl, worthy winner but please stop bigging up the wimmins football as if its top level sport #GMB",sexism,anger,2022-11-28 08:25:20+00:00,51.5154795,-0.175365
I hate MEN,sexism,anger,2022-11-28 08:29:17+00:00,51.4952111,-0.1163354
@B_ryanw @Telegraph Keep your ridiculous religion out of schools ,religion,anger,2022-11-28 09:53:27+00:00,51.5110713,-0.0144629
@idvck @LukeDyks Also the reasons a larger number of people in China may die if Zero COVID ends are all the fault of the government there.nn1. Less effective Chinese vaccines often usedn2. Vaccine scepticism among older Chinese being very highn3. Very low number of ICU beds per capita,racism,disgust,2022-11-28 10:29:00+00:00,51.65309,-0.2002261
@catherinerowett How dare the Chinese arrest journalists What kind of country is it https://t.co/OXjZ1hXG6g,racism,anger,2022-11-28 10:49:30+00:00,51.5073359,-0.12765
"@SjBarrister @C_M_Kelly @HanoverHussy No, tired of anti feminists re-inventing themselves.",sexism,anger,2022-11-28 11:58:27+00:00,51.4624292,-0.0101787
@HarrietSergeant Youre right about the reminder re vaccines but there is no chance that Chinese despot is going anywhere. Hell mow his people down before he allows his demise to happen.,racism,sadness,2022-11-28 12:23:48+00:00,51.4028046,0.0148142
@BrandonStraka Simple..girl pissing herself,sexism,anger,2022-11-28 12:26:57+00:00,51.5423045,-0.1395604
Japanese PR is insane man. Do you guys know what these lot did to korea  https://t.co/n4lV4hx6ln,racism,anger,2022-11-28 12:49:09+00:00,51.5156177,-0.0919983
@TheChineseGovt China reportedly editing pics of fans so only showing fans wearing masks. Absolute lounasy. What is wrong with the ppl that run the country. They need to see a psychiatrist,racism,anger,2022-11-28 16:14:29+00:00,51.65309,-0.2002261
Id be a bit self conscious riding a bicycle seeing as their bums stick out. Esp the serious ones.,sexism,disgust,2022-11-28 17:36:42+00:00,51.5073359,-0.12765
Btch so cnty fierce werk it slay mawma tongue pop @raye https://t.co/YKxOJEAfHq,sexism,joy,2022-11-28 19:09:49+00:00,51.5760462,0.1822646
My only wild conspiracy theory take on all this is that if you buy into the not entirely unlikely hypothesis that Covid may have leaked from a Chinese lab you do start to wonder what else they know about it which makes them still treat it so strictly   https://t.co/C9Z9jUXgfH,racism,anticipation,2022-11-28 20:12:33+00:00,51.4624292,-0.0101787
Its an excuse your people to be absolutely vile. Again yall do not live your raps. Also what makes the Abrahamic creation story more factual than any other https://t.co/QettPnMxik,religion,anger,2022-11-29 04:39:49+00:00,51.65309,-0.2002261
@johnpilger @ReubenHerbert1 And you believe everything that has come out from china. Well done fallen for their propaganda,racism,anger,2022-11-29 07:28:50+00:00,51.65309,-0.2002261
No female dms please ,sexism,anger,2022-11-29 08:02:32+00:00,51.4920377,-0.2236401
Twat https://t.co/mV0ATMuXnX,sexism,anger,2022-11-29 09:40:03+00:00,51.4028046,0.0148142
@TheChineseGovt the shocking video of the BBC accredited journalist by the Chinese Regime is appalling. Why do our countries continue to trade with a Communist Party Regime.,racism,anger,2022-11-29 10:26:01+00:00,51.65309,-0.2002261
"Cancel culture Ass nigga, let niggas change https://t.co/mmhPmjY89K",racism,anger,2022-11-29 11:31:57+00:00,51.4686132,-0.3613471
