text,prediction,date,latitude,longitude
didn think minute know clearly tory,disability,2023-01-15 20:31:48+00:00,51.5384287,-0.0999051
Pussies conceding them goals crime,sexism,2023-01-15 19:48:57+00:00,51.65309,-0.2002261
really nearly stupid Welsh French troll,disability,2023-01-15 19:38:25+00:00,51.4989948,-0.1991229
Haha sexist ugly inbred shut retard,disability,2023-01-15 19:12:46+00:00,51.4745706,-0.0925416
Little pussyhole soon kicked Find name,sexism,2023-01-15 18:38:07+00:00,51.4745706,-0.0925416
enough come kick someone then face them just little pussyhole,sexism,2023-01-15 18:37:07+00:00,51.4745706,-0.0925416
What fucking idiot Twat,sexism,2023-01-15 18:29:32+00:00,51.5760462,0.1822646
Hahahaha silly twats Saved fight game,sexism,2023-01-15 18:26:14+00:00,51.542519299999995,-0.44833493117949663
post said Just like woman,sexism,2023-01-15 18:20:32+00:00,51.65309,-0.2002261
Yessssssssss Fuck them spuds,racism,2023-01-15 17:06:49+00:00,51.5760462,0.1822646
Provoking until male defends reacts despicable play from gender biased activism,sexism,2023-01-15 16:56:52+00:00,51.5384287,-0.0999051
FEMINISM INCLUDES EVERYONE CARES ABOUT EQUALITY INCLUDING TRANS YOUR HEAD FUCKING STUCK MIDDLE DONT BELONG 2023,sexism,2023-01-15 16:55:06+00:00,51.5389922,0.0804245
that cunt scored against especially like that done with game,sexism,2023-01-15 16:54:47+00:00,51.4989948,-0.1991229
Found today have long femurs knew,sexism,2023-01-15 16:38:04+00:00,51.5384287,-0.0999051
READ ABOUT INTERSECTIONAL FEMINISM BEFORE VOMITING YOUR IGNORANT OPINIONS ABOUT GENDER,sexism,2023-01-15 16:22:01+00:00,51.5389922,0.0804245
indeed another pagan toxic ideology like first,religion,2023-01-15 15:59:20+00:00,51.4989948,-0.1991229
TERF DEMAGOGUE FEMINIST DOESNT REPRESENT ADVOCATE WOMEN GIRLS ADVOCATING PATRIARCHAL SYSTEM SHUT FUCK,sexism,2023-01-15 15:02:35+00:00,51.5389922,0.0804245
puzzled dilutes same money whole contract surely dearer contract,disability,2023-01-15 14:52:56+00:00,51.4686132,-0.3613471
Female musicians failing give enough blow jobs again Ellie,sexism,2023-01-15 14:43:39+00:00,51.5384287,-0.0999051
Only cunt would their shit tree,sexism,2023-01-15 13:23:27+00:00,51.4028046,0.0148142
Hasn already conducted them have several female conductors sure were considered Rattle,sexism,2023-01-15 12:32:16+00:00,51.5432402,-0.0493621
just frustrated clueless hope spank them today,disability,2023-01-15 12:20:22+00:00,51.5384287,-0.0999051
money back decent moral human being once,disability,2023-01-15 11:58:31+00:00,51.4028046,0.0148142
They allow dissent bunch sexist idiots,sexism,2023-01-15 11:58:09+00:00,51.5384287,-0.0999051
about sanitising football live 2023 singing songs that derogatory females simply inclusive,sexism,2023-01-15 10:30:28+00:00,51.41086985,-0.18809708858824303
learnt this morning that wife turns cereal containers around signal that they refill,sexism,2023-01-15 09:08:07+00:00,51.542519299999995,-0.44833493117949663
cannot have grown woman under roof YIELD your,sexism,2023-01-15 08:55:29+00:00,51.5639957,-0.27590641378489267
only exactly what just been arguing hours here already written goofball halfway round world,disability,2023-01-15 02:13:21+00:00,51.5384287,-0.0999051
demographic idiots,disability,2023-01-15 00:57:12+00:00,51.4820845,-0.0045417
Fuckkkkkk draining bitch weak,sexism,2023-01-15 00:21:55+00:00,51.4613531,-0.3032767
just house happy moment when comes football teams Chelsea Liverpool both trying each other wooden spoon prize Although Chelsea Women doing hell better than their male counterparts However,sexism,2023-01-14 23:49:37+00:00,51.5639957,-0.27590641378489267
only women will instagram story counting down days until their birthday like,sexism,2023-01-14 23:35:26+00:00,51.5384287,-0.0999051
bugger with this shit course better than those twats power,sexism,2023-01-14 18:52:52+00:00,51.4745706,-0.0925416
charcuterize some bitches,sexism,2023-01-14 17:11:07+00:00,51.5073359,-0.12765
need kiss teeth give death stare blud simply junior kind words wisdom should offered,disability,2023-01-14 16:59:51+00:00,51.5110713,-0.0144629
Damn this bitch dumb hell,sexism,2023-01-14 16:56:18+00:00,51.4745706,-0.0925416
Despicable embarrassment women,sexism,2023-01-14 16:48:15+00:00,51.5384287,-0.0999051
should take lane absolutely righ arrogance cyclists more vulnerable road users driver wait wear seat belt call cunt Such temper should behind machine city especially when doesn know rules,sexism,2023-01-14 16:26:10+00:00,51.5423045,-0.1395604
also women look like they fashion shoot Very plastic,sexism,2023-01-14 16:18:33+00:00,51.5639957,-0.27590641378489267
could ward Alzheimer among risk women,sexism,2023-01-14 16:16:17+00:00,51.4820845,-0.0045417
deny NAZI,religion,2023-01-14 15:51:01+00:00,51.4686132,-0.3613471
Rather chaz front than dykes this point,sexual_orientation,2023-01-14 15:46:46+00:00,51.5154795,-0.175365
Please take dykes half time,sexual_orientation,2023-01-14 15:45:11+00:00,51.5154795,-0.175365
like Geminis Gemini cancer cusp faced,sexism,2023-01-14 15:41:36+00:00,51.5384287,-0.0999051
Grow wife says know tell,sexism,2023-01-14 15:29:08+00:00,51.357464449999995,-0.17362689496950337
Women with balls,sexism,2023-01-14 15:18:34+00:00,51.5639957,-0.27590641378489267
Instant wankfest switch Jenas absolutely terrible,sexism,2023-01-14 14:12:07+00:00,51.4028046,0.0148142
Dickheads world unite Trot,sexual_orientation,2023-01-14 13:51:36+00:00,51.5126553,-0.3051952
olds actually human,disability,2023-01-14 13:43:56+00:00,51.5432402,-0.0493621
also look like imbecile Very intelligent people never rich,disability,2023-01-14 11:08:49+00:00,51.4745706,-0.0925416
them conduct referendum them drill their crude leave ours alone they parasites mumu,racism,2023-01-14 02:23:50+00:00,51.5073359,-0.12765
When Lascanod governed Somaliland this thug police used harass people Lascanod They stink like wild boar They unwanted parasites were sucking blood people They raped women indiscriminately more they deprived,religion,2023-01-14 01:53:03+00:00,51.5126553,-0.3051952
means introvert should stay away still talk,disability,2023-01-14 01:19:46+00:00,51.4745706,-0.0925416
your comment seeks destruction load shite There jihadis cunts Muslims though,religion,2023-01-14 00:37:29+00:00,51.4989948,-0.1991229
obsessed dismissing sporting achievements women girls shit favour mediocre elbowing their into female category,sexism,2023-01-13 23:48:53+00:00,51.6520851,-0.0810175
Instead imply what twat,sexism,2023-01-13 23:47:00+00:00,51.596827149999996,-0.3373046180437286
have sports scientist belong female category sport unfair Male puberty bestow performance advantage over unfair woman trained only benched favour,sexism,2023-01-13 23:28:51+00:00,51.6520851,-0.0810175
both know that patently untrue Women sport celebrate extraordinary women mediocre Women with testosterone even with testosterone male puberty bestows unfair advantage female category taken place woman,sexism,2023-01-13 23:24:01+00:00,51.6520851,-0.0810175
What gormless numbnuts cunt Looks like meerkat,sexism,2023-01-13 23:11:38+00:00,51.4952111,-0.1163354
activities zero Brit knowledge,disability,2023-01-13 22:04:14+00:00,51.5389922,0.0804245
Cats Never knowingly considered humans feelings,sexism,2023-01-13 21:39:43+00:00,51.4028046,0.0148142
here bitchesss damn FUCK Skype mastercris2,sexism,2023-01-13 21:04:58+00:00,51.5073359,-0.12765
Stupid Slut,sexism,2023-01-13 20:52:02+00:00,51.5154795,-0.175365
Someone take this twats license,sexism,2023-01-13 20:36:26+00:00,51.4820845,-0.0045417
fucking mugs your lickin buddy will crying like babies catch flight dubai slap taste your mouths,racism,2023-01-13 20:35:00+00:00,51.6520851,-0.0810175
having lawyer parents crazy consistently losing arguments mentally disabled teenager,disability,2023-01-13 20:25:46+00:00,51.4745706,-0.0925416
boys this thread supportive this Chinese attack rules based order surprised when Chinese choose inflict their rules globe guess Good luck living wall covered firewalls protect your minds from such dangerous truth,racism,2023-01-13 20:06:45+00:00,51.4745706,-0.0925416
Shit just started boxing twat,sexism,2023-01-13 20:00:47+00:00,51.5639957,-0.27590641378489267
Thought that norm unless toxic feminist,sexism,2023-01-13 19:14:13+00:00,51.4989948,-0.1991229
everything love female friends worst,sexism,2023-01-13 18:31:28+00:00,51.4745706,-0.0925416
hope constituency listed third safest Tory seat sitting overlunched buffoon,disability,2023-01-13 16:25:50+00:00,51.4028046,0.0148142
Cats evil enough need masks,sexism,2023-01-13 15:46:06+00:00,51.5110713,-0.0144629
When injecting foreign genetic synthetic shite into body which experimental messenger there always risks serious harm adverse effects hope recover from this people pushed brought justice,racism,2023-01-13 15:07:07+00:00,51.357464449999995,-0.17362689496950337
Tell beautiful listen some twat,sexism,2023-01-13 13:39:27+00:00,51.41086985,-0.18809708858824303
talking Gordon moron,disability,2023-01-13 12:22:59+00:00,51.5110713,-0.0144629
would comment that mainly follow tennis with occasional women matches,sexism,2023-01-13 11:35:03+00:00,51.4989948,-0.1991229
What time quarter past fuck nigga,racism,2023-01-13 11:25:19+00:00,51.5073359,-0.12765
Surely belief evil spirits older than Christianity,religion,2023-01-13 11:05:26+00:00,51.5423045,-0.1395604
more reason give Boris safe seat twat good,sexism,2023-01-13 10:55:03+00:00,51.4952111,-0.1163354
Wimmin gonna with this gender neutral much longer,sexism,2023-01-13 10:14:01+00:00,51.5073359,-0.12765
wish pushed back harder regarding BRITS having zero females nominated best artist Girls women deserve seen Mother 15yr twins definitely anti,sexism,2023-01-13 10:03:18+00:00,51.5639957,-0.27590641378489267
either complete idiot,disability,2023-01-13 02:37:00+00:00,51.4028046,0.0148142
only shout loud bitch pluggg,sexism,2023-01-13 01:13:03+00:00,51.4686132,-0.3613471
would pick Damp January watch last ever episode girl bits here,sexism,2023-01-13 00:12:25+00:00,51.4920377,-0.2236401
Retarded,disability,2023-01-13 00:05:56+00:00,51.4920377,-0.2236401
think useless bother seek knowledge,disability,2023-01-12 23:14:32+00:00,51.5639957,-0.27590641378489267
That girl should done this Raiders Lost instead eyelid thing,sexism,2023-01-12 23:00:12+00:00,51.357464449999995,-0.17362689496950337
many times this bitch been office spends time dinners Wanker,sexism,2023-01-12 22:03:30+00:00,51.4745706,-0.0925416
Tired watching apprentice Holy crap womens faces rigid surgery like eyes moving doll hideous yuppie doll blokes twats,sexism,2023-01-12 21:21:53+00:00,51.5760462,0.1822646
girls spent much time honing their business acumen they caking their make pumping their pouty lips they might make more suitable business partners Lord Sugar,sexism,2023-01-12 21:13:26+00:00,51.5073359,-0.12765
hate girls team much,sexism,2023-01-12 21:09:49+00:00,51.5423045,-0.1395604
sorry none girls giving camp this year,sexism,2023-01-12 21:06:52+00:00,51.4745706,-0.0925416
woman lacks sense,sexism,2023-01-12 20:38:24+00:00,51.5639957,-0.27590641378489267
little cunt this deserves slap thinks their child around hitting people animals with bottle,sexism,2023-01-12 20:21:35+00:00,51.4820845,-0.0045417
Female George Ezra Ughhh okay then,sexism,2023-01-12 19:40:57+00:00,51.5432402,-0.0493621
Whoever this must hear words total twat awful,sexism,2023-01-12 17:19:19+00:00,51.5073359,-0.12765
Still ugly cunts,sexism,2023-01-12 15:31:28+00:00,51.5384287,-0.0999051
actually complete footballer,disability,2023-01-12 15:01:49+00:00,51.542519299999995,-0.44833493117949663
thought taste women until blew mind,sexism,2023-01-12 14:46:02+00:00,51.5389922,0.0804245
this Chinese govt data grabbing exercise,racism,2023-01-12 14:44:35+00:00,51.5156177,-0.0919983
Women anything they damn well want,sexism,2023-01-12 14:26:15+00:00,51.5156177,-0.0919983
shut idiot,disability,2023-01-12 14:25:20+00:00,51.5126553,-0.3051952
Fuck pathetic baby sitting cunt club,sexism,2023-01-12 13:18:28+00:00,51.5156177,-0.0919983
disinvite from future Politics Live shows unprofessional ignorant attitude deserves platform,disability,2023-01-12 12:50:36+00:00,51.4989948,-0.1991229
Women have greater ability distinguish between closely matched colours than does this have implications colour packaging,sexism,2023-01-12 12:39:46+00:00,51.5639957,-0.27590641378489267
Bought myself Biscoff because cunt,sexism,2023-01-12 12:23:57+00:00,51.4989948,-0.1991229
luck really leading player stories sometimes being bitch really have hang lost still THAT bitch,sexism,2023-01-12 12:18:57+00:00,51.5423045,-0.1395604
Same with women these days,sexism,2023-01-12 11:55:44+00:00,51.4820845,-0.0045417
Platty jubes irreparable psychic damage this nation,sexism,2023-01-12 10:50:53+00:00,51.4952111,-0.1163354
When husband earns significantly less makes suggestion,sexism,2023-01-12 10:45:59+00:00,51.5384287,-0.0999051
mean also just think would fucking stupid,disability,2023-01-12 10:35:12+00:00,51.5384287,-0.0999051
doesn know spell their Thick illiterate,disability,2023-01-12 07:50:54+00:00,51.4745706,-0.0925416
part establishment self entitled idiot,disability,2023-01-12 07:40:39+00:00,51.4028046,0.0148142
Unfortunately still shit Islamophobe worst kind,religion,2023-01-12 00:23:37+00:00,51.4989948,-0.1991229
fact shut speaking utter crap speaks volumes thick well twitter freak really full,disability,2023-01-11 23:44:45+00:00,51.542519299999995,-0.44833493117949663
normally swear what fucking idiot,disability,2023-01-11 22:58:50+00:00,51.41086985,-0.18809708858824303
moron point,disability,2023-01-11 22:19:18+00:00,51.5384287,-0.0999051
just reading skills lacking also comprehension skills point talking further with stupid people just never,disability,2023-01-11 22:05:00+00:00,51.5110713,-0.0144629
goal trilingual like Alexander Croo,disability,2023-01-11 22:04:46+00:00,51.5423045,-0.1395604
Angela Basset pussy must nice,sexism,2023-01-11 21:34:13+00:00,51.3713049,-0.101957
expected pursue such outcome sorely disappointed idiot Nick Timothy much answer,disability,2023-01-11 20:29:42+00:00,51.5432402,-0.0493621
understand better arrogant know rabid right ignoramus,disability,2023-01-11 20:17:16+00:00,51.4613531,-0.3032767
just said thinks they fucking clown never supported team might beat never game thinking cant,disability,2023-01-11 20:02:53+00:00,51.65309,-0.2002261
Women mostly,sexism,2023-01-11 19:55:50+00:00,51.5384287,-0.0999051
should have said older female nurse married with children before,sexism,2023-01-11 19:29:28+00:00,51.5384287,-0.0999051
What stupid Dumb mild,disability,2023-01-11 18:55:07+00:00,51.65309,-0.2002261
from cunts,sexism,2023-01-11 17:51:03+00:00,51.5073359,-0.12765
Because default priori feminine ethos care infants,sexism,2023-01-11 17:36:05+00:00,51.4989948,-0.1991229
women always look better suit than Maybe should start wearing dresses,sexism,2023-01-11 17:19:37+00:00,51.4570271,-0.1932607
example another horrible cunt this become cesspit bellends recently,sexism,2023-01-11 17:17:31+00:00,51.5423045,-0.1395604
What steaming pile bollocks need fucking,sexism,2023-01-11 17:11:58+00:00,51.542519299999995,-0.44833493117949663
cisgender have beard really taste fashion will wearing cheap able Stand heels have feminine energy presence,sexism,2023-01-11 16:46:53+00:00,51.5389922,0.0804245
women reply maybe need look mirror,sexism,2023-01-11 15:34:00+00:00,51.5073359,-0.12765
Boys only want thing fucking disgusting,sexism,2023-01-11 15:08:53+00:00,51.4745706,-0.0925416
women actors prefer referred actor rather than actress these days because historical connotations actresses being questionable sexual repute,sexism,2023-01-11 14:34:00+00:00,51.4745706,-0.0925416
start with skeletal difference between male female that first gait,sexism,2023-01-11 11:02:22+00:00,51.5639957,-0.27590641378489267
says little peddler delusional fantasies fuck Danny adults need talk,disability,2023-01-11 10:48:15+00:00,51.4989948,-0.1991229
Morning lovely Janner ology twat fluent,sexism,2023-01-11 08:50:37+00:00,51.41086985,-0.18809708858824303
with small appendages cannot remain faithful woman because woman wants remain faithful with small appendage,sexism,2023-01-11 08:03:52+00:00,51.4989948,-0.1991229
gave these loans stopping their threatening women girls designed perverted degenerates like,sexual_orientation,2023-01-11 07:26:43+00:00,51.5126553,-0.3051952
father girls doesn want your perverted beliefs children risk Pity step prevent alcohol drug related deaths disgusting deviants causing,sexual_orientation,2023-01-11 07:21:10+00:00,51.5126553,-0.3051952
Everybody should made watch this nice your eyes morning with your poorly lying next your thankfully snoring head then little chick well heartbreaking abhorrent ashamed,sexism,2023-01-11 06:19:19+00:00,51.5432402,-0.0493621
dickhead only problem women have toxic idiots like,sexism,2023-01-10 22:25:13+00:00,51.41086985,-0.18809708858824303
chance Bitter nasty brute,sexism,2023-01-10 22:04:45+00:00,51.5110713,-0.0144629
what idiot,disability,2023-01-10 21:29:57+00:00,51.5110713,-0.0144629
Simping doesn work with women,sexism,2023-01-10 21:03:35+00:00,51.6520851,-0.0810175
Women must become,sexism,2023-01-10 21:02:30+00:00,51.3713049,-0.101957
wife Couldn away with taking anyone else,sexism,2023-01-10 20:36:07+00:00,51.5073359,-0.12765
remember when website topped list best female footballers world with EmRat,sexism,2023-01-10 20:29:46+00:00,51.5384287,-0.0999051
Ridiculous assertion designed retweeted twats,sexism,2023-01-10 20:12:55+00:00,51.5073359,-0.12765
irony they stupid,disability,2023-01-10 19:58:41+00:00,51.4613531,-0.3032767
They suck dick like ugly lemme tell done tore,sexism,2023-01-10 19:14:55+00:00,51.5432402,-0.0493621
gross twat,sexism,2023-01-10 18:32:49+00:00,51.4745706,-0.0925416
luck really leading player stories sometimes being bitch really have hang lost still THAT bitch,sexism,2023-01-10 18:19:28+00:00,51.5384287,-0.0999051
moment heard about thought sounded iffy there aren plentiful examples male conductors become entangled problems,sexism,2023-01-10 17:41:11+00:00,51.5432402,-0.0493621
most Women Spec Money,sexism,2023-01-10 15:52:07+00:00,51.4920377,-0.2236401
Women cannot handle have been doing even comfortable hard,sexism,2023-01-10 14:55:22+00:00,51.4920377,-0.2236401
Fuckkkkk master Chad gunna drain soon this compression tight underwear fuck weak gunna make Bitch,sexism,2023-01-10 14:44:47+00:00,51.4613531,-0.3032767
lowest performing female group,sexism,2023-01-10 14:11:14+00:00,51.542519299999995,-0.44833493117949663
Women have Birth mark their upper lips,sexism,2023-01-10 11:39:10+00:00,51.4920377,-0.2236401
Could because massive twat,sexism,2023-01-10 11:23:30+00:00,51.4028046,0.0148142
this supposed female they have their lashes done something,sexism,2023-01-10 10:45:40+00:00,51.5126553,-0.3051952
think cunt mixed with cunt good attempt,sexism,2023-01-10 08:37:42+00:00,51.5073359,-0.12765
There average voiced country radio that every time hear another wonder what takes woman more airtime,sexism,2023-01-10 07:45:09+00:00,51.65309,-0.2002261
finishing work 30am during week Sorry girls just aren doing like,sexism,2023-01-10 07:34:42+00:00,51.4820845,-0.0045417
Witches however them,sexism,2023-01-10 07:02:36+00:00,51.5384287,-0.0999051
Females getting attitude they miss real thing trust,sexism,2023-01-10 04:49:27+00:00,51.5073359,-0.12765
agree with lady wrote tweet,sexism,2023-01-09 22:16:06+00:00,51.5154795,-0.175365
TIME PETTY CRIMINALS STEALING BOOKS NSHALLAH YKUN AQAL STABBINGS LYOM,religion,2023-01-09 21:21:22+00:00,51.5126553,-0.3051952
This full scale twat,sexism,2023-01-09 21:02:59+00:00,51.5110713,-0.0144629
Self confessed Naughy little Muslim,religion,2023-01-09 20:34:36+00:00,51.5110713,-0.0144629
innards much happier free irritants,disability,2023-01-09 19:57:10+00:00,51.6520851,-0.0810175
Some guys just pervs,sexism,2023-01-09 19:50:44+00:00,51.4920377,-0.2236401
little prick proper troll doesn show face coward,disability,2023-01-09 19:50:35+00:00,51.4989948,-0.1991229
deluded behind awful wife,sexism,2023-01-09 19:34:13+00:00,51.5073359,-0.12765
Women dress Modestly,sexism,2023-01-09 19:14:09+00:00,51.542519299999995,-0.44833493117949663
Maybe Morgan still twat cannot stand bloke,sexism,2023-01-09 18:49:09+00:00,51.6520851,-0.0810175
real solution adopt metric system because then would woman care about difference between 182cm 183cm,sexism,2023-01-09 18:17:42+00:00,51.5639957,-0.27590641378489267
course even though uses soap skin looks better than girls,sexism,2023-01-09 18:05:26+00:00,51.5073359,-0.12765
wrecked misogynistic pricks,sexual_orientation,2023-01-09 16:57:57+00:00,51.4624292,-0.0101787
worse happening country worry about this twat,sexism,2023-01-09 16:37:35+00:00,51.5760462,0.1822646
wait hugh puts restraining order that cunt,sexism,2023-01-09 16:31:53+00:00,51.5154795,-0.175365
After good soaking good twatting shifted shaft What gets able slip alignment with machines screws screwed down then REFUSED back with them,sexism,2023-01-09 16:28:35+00:00,51.5073359,-0.12765
Cold hearted bitch,sexism,2023-01-09 16:09:21+00:00,51.5156177,-0.0919983
existential problem women sport biological compete against biological women does many sports then women sport ceases exist,sexism,2023-01-09 15:28:08+00:00,51.5423045,-0.1395604
Time spoil this bitch,sexism,2023-01-09 14:47:07+00:00,51.5760462,0.1822646
Uncle because most times from home cases when child does patriarchal society blames Other times speaking foolish woman wants protect useless that,sexism,2023-01-09 13:11:55+00:00,51.4096275,-0.3062621
kidding stupid,disability,2023-01-09 12:33:25+00:00,51.65309,-0.2002261
type sensitive intelligent courageous,disability,2023-01-09 12:18:57+00:00,51.6520851,-0.0810175
Husband counting number times someone said twat,sexism,2023-01-09 09:57:34+00:00,51.4096275,-0.3062621
Wife sending spam back,sexism,2023-01-09 09:54:32+00:00,51.4920377,-0.2236401
cunts,sexism,2023-01-09 02:46:46+00:00,51.65309,-0.2002261
Stop praying fish dumb,disability,2023-01-09 01:39:40+00:00,51.4989948,-0.1991229
This despicable stop demolishing Muslim homes nasty demons,religion,2023-01-09 00:44:40+00:00,51.5073359,-0.12765
told wouldn absolutely going because whore,sexism,2023-01-08 23:21:40+00:00,51.5432402,-0.0493621
would love bitch slap death,sexism,2023-01-08 23:16:09+00:00,51.5760462,0.1822646
always into mens because ladies queue always ridiculous seriously what there gender neutral bathrooms cares,sexism,2023-01-08 23:03:07+00:00,51.4686132,-0.3613471
mean like clown tonight every match,disability,2023-01-08 22:34:59+00:00,51.65309,-0.2002261
female Labour name,sexism,2023-01-08 20:15:38+00:00,51.5389922,0.0804245
want watch this ginger nonce sympathy idiot cares WANT WATCH,disability,2023-01-08 19:35:53+00:00,51.4028046,0.0148142
Niggas eating wings turn into monster,racism,2023-01-08 19:11:22+00:00,51.5110713,-0.0144629
Truth High time expel Iranian ambassadors dealings with mass murdering regime,racism,2023-01-08 18:43:31+00:00,51.5639957,-0.27590641378489267
Agree Mark They dirty disgusting race Send them back their third world shitholes,religion,2023-01-08 18:20:13+00:00,51.5760462,0.1822646
suggest dictionary stand front mirror look definition narcissistic,disability,2023-01-08 17:51:58+00:00,51.65309,-0.2002261
radicals tone deaf,disability,2023-01-08 16:52:08+00:00,51.5073359,-0.12765
agree done maybe English biased thought great player then suddenly lost complete interest game,disability,2023-01-08 15:52:08+00:00,51.3713049,-0.101957
regards ignorant past,disability,2023-01-08 15:26:58+00:00,51.6520851,-0.0810175
Absolutely clueless stick watching crown fool,disability,2023-01-08 15:07:42+00:00,51.5073359,-0.12765
true childish fashion blocked them back actually clueless they,disability,2023-01-08 15:00:28+00:00,51.5073359,-0.12765
Yeah must admit barry then personality would from what comics barrys level headed really immature childish thats giant dinosaur then have linda fact uncle,disability,2023-01-08 14:23:16+00:00,51.5760462,0.1822646
Possible women aren important enough care about focused self advancement,sexism,2023-01-08 13:58:53+00:00,51.4989948,-0.1991229
leave girl alone,sexism,2023-01-08 13:51:12+00:00,51.65309,-0.2002261
Thank this twat line succession,sexism,2023-01-08 12:02:38+00:00,51.5126553,-0.3051952
love Ugly Betty sanctimonious cunt first seasons,sexism,2023-01-08 10:25:37+00:00,51.4952111,-0.1163354
ARABS ARABS ARABS Committed THEIR Korean kill Jews believe those pieces treaties anyway,religion,2023-01-08 10:17:24+00:00,51.65309,-0.2002261
Definitely just shows stupid naive really perhaps went mind cannot stand pressure,disability,2023-01-08 09:40:30+00:00,51.65309,-0.2002261
Quite Since every sheela commissioned medieval priest nonsense call them Christian,religion,2023-01-08 02:04:12+00:00,51.5423045,-0.1395604
always been nasty little cunt that Adam would explode whole skull,sexism,2023-01-08 00:33:53+00:00,51.65309,-0.2002261
deluded were,disability,2023-01-08 00:06:28+00:00,51.5760462,0.1822646
though guys dyspraxic definitely clumsy strange,disability,2023-01-07 23:19:11+00:00,51.4745706,-0.0925416
loved femme That ohhh just found Perla lingerie with that flirty just caught hair,sexism,2023-01-07 21:56:46+00:00,51.542519299999995,-0.44833493117949663
ahead what cunt,sexism,2023-01-07 21:39:49+00:00,51.357464449999995,-0.17362689496950337
kneel FUCK worthless cunts remember DESERVE EVERYTHING deserve shit Skype mastercris2,sexism,2023-01-07 20:54:04+00:00,51.5073359,-0.12765
lawyer male female there defend they will whatever dirty trick they find They there pass judgement their clients,sexism,2023-01-07 19:32:58+00:00,51.4613531,-0.3032767
Read your tweets mate insulting female Arsenal,sexism,2023-01-07 19:31:44+00:00,51.65309,-0.2002261
Bores tits,sexism,2023-01-07 19:25:32+00:00,51.4920377,-0.2236401
wife would silently pick daughter word least hours,sexism,2023-01-07 19:21:48+00:00,51.4745706,-0.0925416
then always known weird,disability,2023-01-07 18:17:12+00:00,51.5073359,-0.12765
Harry told story struggle financially Wonder just doesn disappear with domineering wifey,sexism,2023-01-07 17:06:20+00:00,51.5110713,-0.0144629
Also niko hamalenin however fucking spell still club Should playing league useless cunt,sexism,2023-01-07 17:06:13+00:00,51.4686132,-0.3613471
look google still idiot,disability,2023-01-07 16:51:55+00:00,51.4989948,-0.1991229
bunch cunts always will,sexism,2023-01-07 16:18:38+00:00,51.4920377,-0.2236401
Girls disrespectful rude which have seen fight between girls amount foulness malice crazy,sexism,2023-01-07 15:28:08+00:00,51.5389922,0.0804245
funny stright bigoted misogynist,sexual_orientation,2023-01-07 15:13:09+00:00,51.5073359,-0.12765
Sounds like nothing burger Reading article nothing ties simple card with Chinese state nefarious intent others have said everything made China going find problems everywhere,racism,2023-01-07 13:56:26+00:00,51.65309,-0.2002261
This probably slapped hard being blamed looking whereas lady could easily kept legs together held dress,sexism,2023-01-07 13:19:29+00:00,51.5384287,-0.0999051
Should have drowned twat,sexism,2023-01-07 12:46:43+00:00,51.4820845,-0.0045417
think find because parents uneducated partially illiterate,disability,2023-01-07 11:25:42+00:00,51.4920377,-0.2236401
gotta them know they beckon call mental idiot retard,disability,2023-01-07 10:58:20+00:00,51.542519299999995,-0.44833493117949663
Agreed childcare issues completely forcing women especially from workplace husband teamed kids childhood lucky normal hours mostly Missed lots weekends husband have equally close relationship with kids,sexism,2023-01-07 08:42:53+00:00,51.4613531,-0.3032767
girls team useless this,sexism,2023-01-07 04:32:03+00:00,51.5389922,0.0804245
Women shirts,sexism,2023-01-07 03:19:39+00:00,51.5073359,-0.12765
Hope people this JAIL horrible bastards,racism,2023-01-07 02:37:03+00:00,51.4820845,-0.0045417
shit idiot,disability,2023-01-07 00:43:04+00:00,51.4028046,0.0148142
believe girls lining like pack sardines these disfigured boys smash pass them,sexism,2023-01-07 00:41:01+00:00,51.4745706,-0.0925416
always fancied Heidi nerd,disability,2023-01-06 21:50:43+00:00,51.4952111,-0.1163354
weak feeble sack security risk thinks nurses good target,sexism,2023-01-06 21:12:03+00:00,51.3713049,-0.101957
hate women Cath,sexism,2023-01-06 21:05:34+00:00,51.4686132,-0.3613471
Deaf dumb blind sure play mean pinball,disability,2023-01-06 20:40:07+00:00,51.65309,-0.2002261
mean people adulterer like father like,disability,2023-01-06 20:38:52+00:00,51.65309,-0.2002261
They either wealthy stupid,disability,2023-01-06 20:21:45+00:00,51.4624292,-0.0101787
boyish good looks offer take from behind that right whilst snorting gram Charlie butt wasn attractive Obvs lesbian,sexism,2023-01-06 19:50:09+00:00,51.5110713,-0.0144629
mean 17th table wouldn take player whos been successful best team country over last years idiot Yeah always thought overrated obvs good,disability,2023-01-06 19:15:22+00:00,51.5760462,0.1822646
boomer,disability,2023-01-06 18:53:22+00:00,51.4920377,-0.2236401
controlled from nodes Everything hunky dory fagots turn liberal western democracy into Dystopia,sexual_orientation,2023-01-06 18:37:43+00:00,51.542519299999995,-0.44833493117949663
when girl become single then jump only fans just think mannnn what,sexism,2023-01-06 17:27:47+00:00,51.5432402,-0.0493621
massive cunt wrong disrespect about football sure coulda fucked this probably should have,sexism,2023-01-06 17:17:57+00:00,51.6520851,-0.0810175
Watching cant remember year when girls team aren each others throats They only stop fighting when they teams,sexism,2023-01-06 16:33:24+00:00,51.4745706,-0.0925416
want stop clock football your idiot should fuck right,disability,2023-01-06 16:26:00+00:00,51.65309,-0.2002261
judged well mirror lack judgement dangerous driver,disability,2023-01-06 16:10:22+00:00,51.6520851,-0.0810175
